Original_country,Original_state,Original_region,Reference_where_data_were_collated,Website_of_source_of_collated_data,Primary_reference_of_dataset,Original_crop,Original_crop_component,variable,value,Table_number
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Pearl millet residue,Crop_residues,DM_pc_max,91.37,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Pigeon pea residue,Crop_residues,DM_pc_max,96.66,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Red gram residue,Crop_residues,DM_pc_max,82.41,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Small millet residue,Crop_residues,DM_pc_max,97.82,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sugar cane bagasse,Crop_residues,DM_pc_max,32.84,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Bajra residue,Crop_residues,DM_pc_min,90,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Black gram residue,Crop_residues,DM_pc_min,12.63,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Chickpea dry residue,Crop_residues,DM_pc_min,83.87,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Finger millet residue,Crop_residues,DM_pc_min,54.83,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Grass pea residue,Crop_residues,DM_pc_min,90.19,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Green gram residue,Crop_residues,DM_pc_min,37.5,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Groundnut haulm,Crop_residues,DM_pc_min,73.17,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Horse gram residue,Crop_residues,DM_pc_min,93.58,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Horse gram residue,Crop_residues,DM_pc_min,45.81,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Long bean residue,Crop_residues,DM_pc_min,93.33,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Maize stover,Crop_residues,DM_pc_min,83.89,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Rice paddy straw,Crop_residues,DM_pc_min,11.32,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Pearl millet residue,Crop_residues,DM_pc_min,91.37,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Pigeon pea residue,Crop_residues,DM_pc_min,85.8,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Red gram residue,Crop_residues,DM_pc_min,82.41,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Small millet residue,Crop_residues,DM_pc_min,97.82,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sugar cane bagasse,Crop_residues,DM_pc_min,32.84,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Bajra residue,Crop_residues,Protein_pc,4.58,9
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Black gram residue,Crop_residues,Protein_pc,9.64,9
