Original_country,Original_state,Original_region,Reference_where_data_were_collated,Website_of_source_of_collated_data,Primary_reference_of_dataset,Original_crop,Original_crop_component,variable,value,Table_number
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Stylo grass,Crop_products,No_samples,1,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Subabool,Crop_products,No_samples,10,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sugarcane leaf,Crop_residues,No_samples,3,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Tree leaf,Crop_products,No_samples,73,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Vegetable leaf,Crop_products,No_samples,11,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Azolla,Crop_products,DM_pc,8.9,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Bajra grass,Crop_products,DM_pc,19.85,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Berseem,Crop_products,DM_pc,28.94,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Brachiaria mutica,Crop_products,DM_pc,26.23,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Chickpea leaf,Crop_products,DM_pc,32.96,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Congo signal,Crop_products,DM_pc,45.98,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Cowpea,Crop_products,DM_pc,31.03,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Green groundnut plant,Crop_products,DM_pc,18.5,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Green maize tree,Crop_products,DM_pc,34.96,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Guinea grass,Crop_products,DM_pc,23.16,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Hedge lucerne,Crop_products,DM_pc,31,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Hybrid Napier,Crop_products,DM_pc,27.28,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Local grass,Crop_products,DM_pc,30.84,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Maize leaf,Crop_residues,DM_pc,26.57,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Oat,Crop_residues,DM_pc,19.07,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Pigeon pea leaf,Crop_products,DM_pc,44.11,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sesbania grandifolia,Crop_products,DM_pc,23.72,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sorghum sudan,Crop_products,DM_pc,44.11,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sorghum-29,Crop_products,DM_pc,32.38,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Stylo grass,Crop_products,DM_pc,39.62,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Subabool,Crop_products,DM_pc,34.83,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sugarcane leaf,Crop_residues,DM_pc,36.1,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Tree leaf,Crop_products,DM_pc,36.32,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Vegetable leaf,Crop_products,DM_pc,12.07,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Azolla,Crop_products,DM_pc_sd,6.08,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Bajra grass,Crop_products,DM_pc_sd,14.82,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Berseem,Crop_products,DM_pc_sd,9.93,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Brachiaria mutica,Crop_products,DM_pc_sd,10.52,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Chickpea leaf,Crop_products,DM_pc_sd,11.68,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Congo signal,Crop_products,DM_pc_sd,0,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Cowpea,Crop_products,DM_pc_sd,12.99,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Green groundnut plant,Crop_products,DM_pc_sd,0,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Green maize tree,Crop_products,DM_pc_sd,12.19,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Guinea grass,Crop_products,DM_pc_sd,11.53,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Hedge lucerne,Crop_products,DM_pc_sd,0,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Hybrid Napier,Crop_products,DM_pc_sd,8.79,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Local grass,Crop_products,DM_pc_sd,11.33,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Maize leaf,Crop_residues,DM_pc_sd,0,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Oat,Crop_residues,DM_pc_sd,0,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Pigeon pea leaf,Crop_products,DM_pc_sd,0,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sesbania grandifolia,Crop_products,DM_pc_sd,0,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sorghum sudan,Crop_products,DM_pc_sd,7.96,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sorghum-29,Crop_products,DM_pc_sd,8.8,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Stylo grass,Crop_products,DM_pc_sd,0,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Subabool,Crop_products,DM_pc_sd,10.13,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sugarcane leaf,Crop_residues,DM_pc_sd,12.92,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Tree leaf,Crop_products,DM_pc_sd,11.1,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Vegetable leaf,Crop_products,DM_pc_sd,4.77,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Azolla,Crop_products,DM_pc_max,18,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Bajra grass,Crop_products,DM_pc_max,30.33,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Berseem,Crop_products,DM_pc_max,39.45,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Brachiaria mutica,Crop_products,DM_pc_max,46.96,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Chickpea leaf,Crop_products,DM_pc_max,45.09,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Congo signal,Crop_products,DM_pc_max,45.98,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Cowpea,Crop_products,DM_pc_max,48.73,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Green groundnut plant,Crop_products,DM_pc_max,18.5,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Green maize tree,Crop_products,DM_pc_max,54.12,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Guinea grass,Crop_products,DM_pc_max,31.31,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Hedge lucerne,Crop_products,DM_pc_max,31,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Hybrid Napier,Crop_products,DM_pc_max,49.18,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Local grass,Crop_products,DM_pc_max,58.49,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Maize leaf,Crop_residues,DM_pc_max,26.57,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Oat,Crop_residues,DM_pc_max,19.07,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Pigeon pea leaf,Crop_products,DM_pc_max,44.11,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sesbania grandifolia,Crop_products,DM_pc_max,23.72,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sorghum sudan,Crop_products,DM_pc_max,54.47,7
