Original_region,Reference_where_data_were_collated,Website_of_source_of_collated_data,Primary_reference_of_dataset,Original_crop,Original_crop_component,Crop_aggregate_category,Nutrient,Crop_nutrient_concentration_kg_nutrient,Unit
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Gums Natural',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Natural rubber',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),Wheat',Crop_products,'Wheat',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),Rice',Crop_products,'Rice',N,0.0128,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Maize',Crop_products,'Maize',N,0.016,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Popcorn',Crop_products,'Maize',N,0.016,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Rye',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Barley',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Oats',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Sorghum',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Millet',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cereals; nes',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Buckwheat',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Canary seed',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Quinoa',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Fonio',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Triticale',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Mixed grain',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),Soybeans',Crop_products,'Soybean',N,0.0629,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Palm kernels',Crop_products,'Oil Palm',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Oil palm fruit',Crop_products,'Oil Palm',N,0.002670325,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Palm oil',Crop_products,'Oil Palm',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Coconuts',Crop_products,'Other Oil Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Groundnuts; with shell',Crop_products,'Other Oil Crops',N,0.0299,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Linseed',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Rapeseed',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Sunflower seed',Crop_products,'Other Oil Crops',N,0.0216,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Castor oil seed',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Sesame seed',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Mustard seed',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Safflower seed',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Poppy seed',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Melonseed',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Tallowtree Seeds',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Kapokseed in Shell',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Hempseed',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Karite Nuts (Sheanuts)',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Tung Nuts',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Jojoba Seeds',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Oilseeds; Nes',Crop_products,'Other Oil Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Seed cotton',Crop_products,'Fibre Crops',N,0.0334,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cottonseed',Crop_products,'Fibre Crops',N,0.0365,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Kapok Fruit',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Flax fibre and tow',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Hemp Tow Waste',Crop_residues,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cotton lint',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Jute',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Other Bastfibres',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Sisal',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Agave Fibres Nes',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Coir',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Manila Fibre (Abaca)',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Kapok Fibre',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Ramie',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Fibre Crops Nes',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Sugar beet',Crop_products,'Sugar Crops',N,0.0056,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Sugar cane',Crop_products,'Sugar Crops',N,0.0024,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Sugar crops; nes',Crop_products,'Sugar Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Potatoes',Crop_products,'Roots and Tubers',N,0.0144,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cassava',Crop_products,'Roots and Tubers',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Sweet potatoes',Crop_products,'Roots and Tubers',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Yams',Crop_products,'Roots and Tubers',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Yautia (cocoyam)',Crop_products,'Roots and Tubers',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Taro (cocoyam)',Crop_products,'Roots and Tubers',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Roots and Tubers; nes',Crop_products,'Roots and Tubers',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Dates',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Avocados',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Watermelons',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Other melons (inc.cantaloupes)',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Papayas',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Peaches and nectarines',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Strawberries',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Kiwi fruit',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Brazil nuts; with shell',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Chestnuts',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cashew nuts; with shell',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Almonds; with shell',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Hazelnuts; with shell',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Walnuts; with shell',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Pistachios',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Kolanuts',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Arecanuts',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Nuts; nes',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Bananas',Crop_products,'Fruits',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Figs',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Pineapples',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Mangoes; mangosteens; guavas',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Fruit; tropical fresh nes',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Oranges',Crop_products,'Fruits',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Tangerines; mandarins; clem.',Crop_products,'Fruits',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Grapefruit (inc. pomelos)',Crop_products,'Fruits',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Lemons and limes',Crop_products,'Fruits',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Citrus fruit; nes',Crop_products,'Fruits',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Grapes',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Apples',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Pears',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Quinces',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Apricots',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cherries',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Sour cherries',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Plums and sloes',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Raspberries',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Currants',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Gooseberries',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Berries Nes',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Blueberries',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cranberries',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Fruit Fresh Nes',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Persimmons',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Pome fruit; nes',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Stone fruit; nes',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cashewapple',Crop_products,'Fruits',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Garlic',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Leeks; other alliaceous veg',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cauliflowers and broccoli',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Lettuce and chicory',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Carrots and turnips',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cucumbers and gherkins',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Peas; green',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Artichokes',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Asparagus',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Eggplants (aubergines)',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Chillies and peppers; green',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Spinach',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),Mate,Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Pepper (Piper spp.)',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Chillies and peppers; dry',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Vanilla',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cinnamon (canella)',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cloves',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Nutmeg; mace and cardamoms',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Anise; badian; fennel; corian.',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Ginger',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Tomatoes',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Onions (inc. shallots); green',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Onions; dry',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cabbages and other brassicas',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Vegetables fresh nes',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Mushrooms and truffles',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Pumpkins; squash and gourds',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Peppermint',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Olives',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Maize; green',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Okra',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cassava leaves',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Chicory roots',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Plantains',Crop_products,'Vegetables',N,0.0267,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Peas; dry',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Chick peas',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Lentils',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
