Original_region,Reference_where_data_were_collated,Website_of_source_of_collated_data,Primary_reference_of_dataset,Original_crop,Original_crop_component,Crop_aggregate_category,Nutrient,Crop_nutrient_concentration_kg_nutrient,Unit
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Broad beans; horse beans; dry',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Tea',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Beans; green',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'String beans',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Leguminous vegetables; nes',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Beans; dry',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cow peas; dry',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Pigeon peas',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Lupins',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Vetches',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Bambara beans',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Pulses; nes',Crop_products,'Other Crops',N,0.0421,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Coffee; green',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Spices; nes',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Hops',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Pyrethrum;Dried',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Carobs',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Cocoa beans',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Tobacco; unmanufactured',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Gums Natural',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bodirsky (2012),'Natural rubber',Crop_products,'Other Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),Wheat',Crop_products,'Wheat',P,0.0041,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),Rice',Crop_products,'Rice',P,0.0029,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Maize',Crop_products,'Maize',P,0.0028,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Popcorn',Crop_products,'Maize',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Rye',Crop_products,'Other Cereal Crops',P,0.0036,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Barley',Crop_products,'Other Cereal Crops',P,0.0036,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Oats',Crop_products,'Other Cereal Crops',P,0.0038,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sorghum',Crop_products,'Other Cereal Crops',P,0.0034,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Millet',Crop_products,'Other Cereal Crops',P,0.0035,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cereals; nes',Crop_products,'Other Cereal Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Buckwheat',Crop_products,'Other Cereal Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Canary seed',Crop_products,'Other Cereal Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Quinoa',Crop_products,'Other Cereal Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Fonio',Crop_products,'Other Cereal Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Triticale',Crop_products,'Other Cereal Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Mixed grain',Crop_products,'Other Cereal Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),Soybeans',Crop_products,'Soybean',P,0.0052,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Palm kernels',Crop_products,'Oil Palm',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Oil palm fruit',Crop_products,'Oil Palm',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Palm oil',Crop_products,'Oil Palm',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Coconuts',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Groundnuts; with shell',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Linseed',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Rapeseed',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sunflower seed',Crop_products,'Other Oil Crops',P,0.0042,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Castor oil seed',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sesame seed',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Mustard seed',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Safflower seed',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Poppy seed',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Melonseed',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Tallowtree Seeds',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Kapokseed in Shell',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Hempseed',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Karite Nuts (Sheanuts)',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Tung Nuts',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Jojoba Seeds',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Oilseeds; Nes',Crop_products,'Other Oil Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Seed cotton',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cottonseed',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Kapok Fruit',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Flax fibre and tow',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Hemp Tow Waste',Crop_residues,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cotton lint',Crop_products,'Fibre Crops',P,0.0122,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Jute',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Other Bastfibres',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sisal',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Agave Fibres Nes',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Coir',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Manila Fibre (Abaca)',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Kapok Fibre',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Ramie',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Fibre Crops Nes',Crop_products,'Fibre Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sugar beet',Crop_products,'Sugar Crops',P,0.00048,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sugar cane',Crop_products,'Sugar Crops',P,0.00028,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sugar crops; nes',Crop_products,'Sugar Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Potatoes',Crop_products,'Roots and Tubers',P,0.00065,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cassava',Crop_products,'Roots and Tubers',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sweet potatoes',Crop_products,'Roots and Tubers',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Yams',Crop_products,'Roots and Tubers',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Yautia (cocoyam)',Crop_products,'Roots and Tubers',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Taro (cocoyam)',Crop_products,'Roots and Tubers',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Roots and Tubers; nes',Crop_products,'Roots and Tubers',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Dates',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Avocados',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Watermelons',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Other melons (inc.cantaloupes)',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Papayas',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Peaches and nectarines',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Strawberries',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Kiwi fruit',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Brazil nuts; with shell',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Chestnuts',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cashew nuts; with shell',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Almonds; with shell',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Hazelnuts; with shell',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Walnuts; with shell',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Pistachios',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Kolanuts',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Arecanuts',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Nuts; nes',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Bananas',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Figs',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Pineapples',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Mangoes; mangosteens; guavas',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Fruit; tropical fresh nes',Crop_products,'Fruits',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Oranges',Crop_products,'Fruits',P,,
